Zip,Place Name,State,State Short,County,,,,,,
17362,Spring Grove,Pennsylvania,PA,York,133,,,39.8572,-76.8774,4
17363,Stewartstown,Pennsylvania,PA,York,133,,,39.772,-76.597,4
17364,Thomasville,Pennsylvania,PA,York,133,,,39.9346,-76.8822,4
17365,Wellsville,Pennsylvania,PA,York,133,,,40.0557,-76.9443,4
17366,Windsor,Pennsylvania,PA,York,133,,,39.9233,-76.5591,4
17368,Wrightsville,Pennsylvania,PA,York,133,,,39.9966,-76.527,4
17370,York Haven,Pennsylvania,PA,York,133,,,40.1222,-76.7737,4
17371,York New Salem,Pennsylvania,PA,York,133,,,39.9006,-76.7896,4
17401,York,Pennsylvania,PA,York,133,,,39.9635,-76.7269,4
17402,York,Pennsylvania,PA,York,133,,,39.959,-76.6592,4
17403,York,Pennsylvania,PA,York,133,,,39.9494,-76.713,4
17404,York,Pennsylvania,PA,York,133,,,40.0023,-76.7712,4
17405,York,Pennsylvania,PA,York,133,,,40.0086,-76.5972,4
17406,York,Pennsylvania,PA,York,133,,,40.0046,-76.5947,4
17407,York,Pennsylvania,PA,York,133,,,39.8833,-76.712,4
17408,York,Pennsylvania,PA,York,133,,,39.9492,-76.8018,4
